# File: WEO2022_elec_params.csv,,,,,,,
# Title: Power technology assumptions of WEO2022,,,,,,,
# Units: in file,,,,,,,
# Source: WEO 2022 (https://www.iea.org/data-and-statistics/data-product/world-energy-outlook-2022-free-dataset#tables-for-scenario-projections),,,,,,,
# Comments: WEO technologies are mapped to GCAM technologies in energy/mappings/weo_elec_mapping.csv. Regions are mapped in energy/mappings/weo_elec_mapping.csv,,,,,,,
# Column types: cnnncccc,,,,,,,
# ----------,,,,,,,
region,2021,2030,2050,scenario,Unit,technology,subsector
Middle East,3,3,3,Stated.Policies,"Construction Time
(years)",Bioenergy + CCUS,renewables
Africa,3,3,3,Stated.Policies,"Construction Time
(years)",Bioenergy + CCUS,renewables
Brazil,3,3,3,Stated.Policies,"Construction Time
(years)",Bioenergy + CCUS,renewables
European Union,3,3,3,Stated.Policies,"Construction Time
(years)",Concentrating solar power,renewables
United States,3,3,3,Stated.Policies,"Construction Time
(years)",Concentrating solar power,renewables
Japan,NA,NA,NA,Stated.Policies,"Construction Time
(years)",Concentrating solar power,renewables
Russia,NA,NA,NA,Stated.Policies,"Construction Time
(years)",Concentrating solar power,renewables
China,3,3,3,Stated.Policies,"Construction Time
(years)",Concentrating solar power,renewables
India,3,3,3,Stated.Policies,"Construction Time
(years)",Concentrating solar power,renewables
Middle East,3,3,3,Stated.Policies,"Construction Time
(years)",Concentrating solar power,renewables
Africa,3,3,3,Stated.Policies,"Construction Time
(years)",Concentrating solar power,renewables
Brazil,3,3,3,Stated.Policies,"Construction Time
(years)",Concentrating solar power,renewables
European Union,4,4,4,Stated.Policies,"Construction Time
(years)",Geothermal,renewables
United States,4,4,4,Stated.Policies,"Construction Time
(years)",Geothermal,renewables
Japan,4,4,4,Stated.Policies,"Construction Time
(years)",Geothermal,renewables
Russia,4,4,4,Stated.Policies,"Construction Time
(years)",Geothermal,renewables
China,4,4,4,Stated.Policies,"Construction Time
(years)",Geothermal,renewables
India,4,4,4,Stated.Policies,"Construction Time
(years)",Geothermal,renewables
Middle East,4,4,4,Stated.Policies,"Construction Time
(years)",Geothermal,renewables
Africa,4,4,4,Stated.Policies,"Construction Time
(years)",Geothermal,renewables
Brazil,4,4,4,Stated.Policies,"Construction Time
(years)",Geothermal,renewables
European Union,4,4,4,Stated.Policies,"Construction Time
(years)",Marine,renewables
United States,4,4,4,Stated.Policies,"Construction Time
(years)",Marine,renewables
Japan,4,4,4,Stated.Policies,"Construction Time
(years)",Marine,renewables
Russia,4,4,4,Stated.Policies,"Construction Time
(years)",Marine,renewables
China,4,4,4,Stated.Policies,"Construction Time
(years)",Marine,renewables
India,4,4,4,Stated.Policies,"Construction Time
(years)",Marine,renewables
Middle East,4,4,4,Stated.Policies,"Construction Time
(years)",Marine,renewables
Africa,4,4,4,Stated.Policies,"Construction Time
(years)",Marine,renewables
Brazil,4,4,4,Stated.Policies,"Construction Time
(years)",Marine,renewables
European Union,NA,470,340,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
United States,NA,620,430,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Japan,NA,1030,760,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Russia,NA,990,690,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
China,NA,360,250,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
India,NA,320,210,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Middle East,NA,590,390,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Africa,NA,650,430,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Brazil,NA,450,320,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
European Union,NA,670,510,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
United States,NA,1940,1370,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Japan,NA,1050,800,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Russia,NA,1290,910,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
China,NA,410,280,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
India,NA,340,230,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Middle East,NA,940,600,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Africa,NA,850,550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Brazil,NA,350,250,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
European Union,NA,1470,1380,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind onshore,renewables
United States,NA,1270,1190,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind onshore,renewables
Japan,NA,2840,2670,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind onshore,renewables
Russia,NA,1410,1300,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind onshore,renewables
China,NA,1060,1000,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind onshore,renewables
India,NA,840,790,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind onshore,renewables
Middle East,NA,1710,1570,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind onshore,renewables
Africa,NA,1630,1510,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind onshore,renewables
Brazil,NA,1060,1000,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind onshore,renewables
European Union,NA,1800,1240,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind offshore,renewables
United States,NA,2200,1500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind offshore,renewables
Japan,NA,3000,2060,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind offshore,renewables
Russia,NA,2680,1760,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind offshore,renewables
China,NA,1640,1120,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind offshore,renewables
India,NA,1560,1080,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind offshore,renewables
Middle East,NA,2540,1680,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind offshore,renewables
Africa,NA,2480,1660,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind offshore,renewables
Brazil,NA,2600,1680,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Wind offshore,renewables
European Union,NA,2650,2650,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - large-scale unit,renewables
United States,NA,2700,2700,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - large-scale unit,renewables
Japan,NA,2400,2400,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - large-scale unit,renewables
Russia,NA,2050,2050,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - large-scale unit,renewables
China,NA,1600,1600,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - large-scale unit,renewables
India,NA,2000,2000,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - large-scale unit,renewables
Middle East,NA,2150,2150,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - large-scale unit,renewables
Africa,NA,2100,2050,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - large-scale unit,renewables
Brazil,NA,2100,2100,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - large-scale unit,renewables
European Union,NA,3900,3850,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - small-scale unit,renewables
United States,NA,4050,4050,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - small-scale unit,renewables
Japan,NA,3550,3500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - small-scale unit,renewables
Russia,NA,3500,3450,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - small-scale unit,renewables
China,NA,2000,2000,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - small-scale unit,renewables
India,NA,3050,3000,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - small-scale unit,renewables
Middle East,NA,3400,3350,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - small-scale unit,renewables
Africa,NA,3300,3250,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - small-scale unit,renewables
Brazil,NA,3350,3300,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Hydropower - small-scale unit,renewables
European Union,NA,2300,2200,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
United States,NA,2400,2250,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Japan,NA,2250,2150,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Russia,NA,2150,2000,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
China,NA,1550,1450,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
India,NA,2050,1950,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Middle East,NA,2150,2000,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Africa,NA,2050,1900,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
Brazil,NA,2150,2000,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Large scale unit,renewables
European Union,NA,575,550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
United States,NA,600,575,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
Japan,NA,575,550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
Russia,NA,550,500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
China,NA,375,350,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
India,NA,525,500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
Middle East,NA,525,500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
Africa,NA,500,475,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
Brazil,NA,525,500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Cofiring,renewables
European Union,NA,3600,3450,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
United States,NA,3900,3650,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Japan,NA,3750,3550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Russia,NA,3300,3100,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
China,NA,2400,2250,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
India,NA,2700,2550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Middle East,NA,2750,2550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Africa,NA,2700,2550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
Brazil,NA,2800,2650,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy - Medium-scale CHP,renewables
European Union,NA,4150,3550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
United States,NA,4100,3550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
Japan,NA,4050,3450,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
Russia,NA,3750,3150,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
China,NA,2800,2400,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
India,NA,3450,2900,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
Middle East,NA,3700,3150,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
Africa,NA,3550,3000,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
Brazil,NA,3400,2950,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Bioenergy + CCUS,renewables
European Union,NA,4250,3100,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Concentrating solar power,renewables
United States,NA,4900,3600,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Concentrating solar power,renewables
Japan,NA,NA,NA,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Concentrating solar power,renewables
Russia,NA,NA,NA,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Concentrating solar power,renewables
China,NA,3600,2550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Concentrating solar power,renewables
India,NA,4150,2950,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Concentrating solar power,renewables
Middle East,NA,3700,2650,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Concentrating solar power,renewables
Africa,NA,3650,2650,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Concentrating solar power,renewables
Brazil,NA,3900,2750,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Concentrating solar power,renewables
European Union,NA,2650,2400,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Geothermal,renewables
United States,NA,2000,1850,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Geothermal,renewables
Japan,NA,2600,2400,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Geothermal,renewables
Russia,NA,2000,1850,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Geothermal,renewables
China,NA,2100,1900,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Geothermal,renewables
India,NA,3300,3050,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Geothermal,renewables
Middle East,NA,2000,1900,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Geothermal,renewables
Africa,NA,2800,2550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Geothermal,renewables
Brazil,NA,NA,NA,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Geothermal,renewables
European Union,NA,3950,2600,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Marine,renewables
United States,NA,3950,2550,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Marine,renewables
Japan,NA,4100,2700,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Marine,renewables
Russia,NA,4050,2700,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Marine,renewables
China,NA,4050,2700,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Marine,renewables
India,NA,4000,2700,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Marine,renewables
Middle East,NA,4100,2700,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Marine,renewables
Africa,NA,4100,2650,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Marine,renewables
Brazil,NA,NA,NA,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Marine,renewables
European Union,NA,10,10,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
United States,NA,16,16,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Japan,NA,20,20,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Russia,NA,22,22,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
China,NA,10,10,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
India,NA,8,8,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Middle East,NA,14,14,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Africa,NA,16,16,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
Brazil,NA,10,10,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Large scale unit,renewables
European Union,NA,16,12,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
United States,NA,46,44,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Japan,NA,20,20,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Russia,NA,30,28,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
China,NA,10,8,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
India,NA,8,8,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Middle East,NA,24,22,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Africa,NA,22,22,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
Brazil,NA,8,8,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Solar photovoltaics - Buildings,renewables
European Union,NA,38,36,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
United States,NA,32,32,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
Japan,NA,72,70,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
Russia,NA,36,34,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
China,NA,28,26,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
India,NA,22,20,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
Middle East,NA,44,42,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
Africa,NA,42,40,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
Brazil,NA,28,26,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind onshore,renewables
European Union,NA,40,30,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
United States,NA,75,60,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
Japan,NA,90,70,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
Russia,NA,75,60,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
China,NA,45,35,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
India,NA,45,35,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
Middle East,NA,75,55,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
Africa,NA,70,55,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
Brazil,NA,75,55,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Wind offshore,renewables
European Union,NA,60,60,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Hydropower - large-scale unit,renewables
